 10.2.2.0 - 10.2.2.255 ( United Kingdom, London )
 10.27.12.0 - 10.27.12.255 ( Canada, Alberta, Lethbridge )
 10.27.35.0 - 10.27.35.255 ( Canada, British Columbia, Nanaimo )
 10.27.36.0 - 10.27.36.255 ( Canada, British Columbia, Courtenay )
 10.27.37.0 - 10.27.37.255 ( Canada, Manitoba, Winnipeg )
 10.27.38.0 - 10.27.38.255 ( Canada, Manitoba, Winnipeg )
 10.27.39.0 - 10.27.39.255 ( Canada, Manitoba, Winnipeg )
 10.27.42.0 - 10.27.42.255 ( Canada, Alberta, Edmonton )
 10.27.43.0 - 10.27.43.255 ( Canada, Alberta, Edmonton )
 10.27.44.0 - 10.27.44.255 ( Canada, Alberta, Edmonton )
 10.27.46.0 - 10.27.46.255 ( Canada, Alberta, Leduc )
 10.27.47.0 - 10.27.47.255 ( Canada, Alberta, Calgary )
 10.27.48.0 - 10.27.48.255 ( Canada, Alberta, Calgary )
 10.27.51.0 - 10.27.51.255 ( Canada, Saskatchewan, North Battleford )
 10.27.52.0 - 10.27.52.255 ( Canada, British Columbia, Vernon )
 10.27.53.0 - 10.27.53.255 ( Canada, Saskatchewan, Saskatoon )
 10.27.54.0 - 10.27.54.255 ( Canada, Saskatchewan, Saskatoon )
 10.27.70.0 - 10.27.70.255 ( Canada, Saskatchewan, Regina )
 10.27.72.0 - 10.27.72.255 ( Canada, Saskatchewan, Saskatoon )
 10.27.76.0 - 10.27.76.255 ( Canada, Alberta, Red Deer )
 10.30.30.0 - 10.30.30.255 ( United States, California, Los Angeles )
 10.30.79.0 - 10.30.79.255 ( United States, New York, New York )
 10.30.206.0 - 10.30.206.255 ( Canada, Ontario, London )
 10.31.0.0 - 10.31.0.255 ( Canada, British Columbia, Vancouver )
 10.31.1.0 - 10.31.1.255 ( Canada, Manitoba, Lac DU Bonnet )
 10.31.2.0 - 10.31.2.255 ( Canada, Manitoba, Dauphin )
 10.31.3.0 - 10.31.3.255 ( Canada, Manitoba, Stonewall )
 10.31.4.0 - 10.31.4.255 ( Canada, Saskatchewan, Weyburn )
 10.31.5.0 - 10.31.5.255 ( Canada, Alberta, Brooks )
 10.31.6.0 - 10.31.6.255 ( Canada, Alberta, Lacombe )
 10.31.7.0 - 10.31.7.255 ( Canada, Manitoba, Peguis )
 10.31.8.0 - 10.31.8.255 ( Canada, Manitoba, Norway House )
 10.31.9.0 - 10.31.9.255 ( Canada, Alberta, Medicine Hat )
 10.31.10.0 - 10.31.10.255 ( Canada, Saskatchewan, Rosetown )
 10.31.11.0 - 10.31.11.255 ( Canada, Saskatchewan, Kindersley )
 10.31.12.0 - 10.31.12.255 ( Canada, Ontario, Thunder Bay )
 10.31.13.0 - 10.31.13.255 ( Canada, Ontario, Thunder Bay )
 10.31.35.0 - 10.31.35.255 ( Canada, Alberta, Strathmore )
 10.31.36.0 - 10.31.36.255 ( Canada, British Columbia, Port Alberni )
 10.31.37.0 - 10.31.37.255 ( Canada, Manitoba, Winnipeg )
 10.31.40.0 - 10.31.40.255 ( Canada, Manitoba, Flin Flon )
 10.31.41.0 - 10.31.41.255 ( Canada, British Columbia, Vancouver )
 10.31.42.0 - 10.31.42.255 ( Canada, Alberta, Calgary )
 10.31.43.0 - 10.31.43.255 ( Canada, Alberta, Calgary )
 10.31.44.0 - 10.31.44.255 ( Canada, Alberta, Cochrane )
 10.31.45.0 - 10.31.45.255 ( Canada, Alberta, Edmonton )
 10.31.46.0 - 10.31.46.255 ( Canada, Alberta, Edmonton )
 10.31.47.0 - 10.31.47.255 ( Canada, Alberta, Edmonton )
 10.31.48.0 - 10.31.48.255 ( Canada, Saskatchewan, Swift Current )
 10.31.49.0 - 10.31.49.255 ( Canada, Saskatchewan, Yorkton )
 10.31.50.0 - 10.31.50.255 ( Canada, British Columbia, Vancouver )
 10.31.51.0 - 10.31.51.255 ( Canada, British Columbia, Burnaby )
 10.31.52.0 - 10.31.52.255 ( Canada, British Columbia, Coquitlam )
 10.31.70.0 - 10.31.70.255 ( Canada, Saskatchewan, Saskatoon )
 10.31.107.0 - 10.31.107.255 ( Canada, Manitoba, Dauphin )
 10.32.36.0 - 10.32.36.255 ( Canada, Ontario, Toronto )
 10.34.114.0 - 10.34.114.255 ( Canada, Ontario, Mississauga )
 10.35.0.0 - 10.35.0.255 ( Canada, Saskatchewan, Strasbourg )
 10.35.1.0 - 10.35.1.255 ( Canada, Saskatchewan, Humboldt )
 10.35.2.0 - 10.35.2.255 ( Canada, Saskatchewan, Delisle )
 10.35.3.0 - 10.35.3.255 ( Canada, Saskatchewan, Assiniboia )
 10.35.4.0 - 10.35.4.255 ( Canada, Saskatchewan, Carlyle )
 10.35.5.0 - 10.35.5.255 ( Canada, British Columbia, Chase )
 10.35.6.0 - 10.35.6.255 ( Canada, Saskatchewan, Melfort )
 10.35.7.0 - 10.35.7.255 ( Canada, Alberta, Bonnyville )
 10.35.8.0 - 10.35.8.255 ( Canada, British Columbia, Creston )
 10.35.9.0 - 10.35.9.255 ( Canada, Ontario, Fort Frances )
 10.35.10.0 - 10.35.10.255 ( Canada, British Columbia, Fort St James )
 10.35.11.0 - 10.35.11.255 ( Canada, Saskatchewan, Estevan )
 10.35.12.0 - 10.35.12.255 ( Canada, British Columbia, Kimberley )
 10.35.13.0 - 10.35.13.255 ( Canada, Saskatchewan, Nipawin )
 10.35.14.0 - 10.35.14.255 ( Canada, Saskatchewan, Moose Jaw )
 10.35.15.0 - 10.35.15.255 ( Canada, Saskatchewan, Meadow Lake )
 10.35.35.0 - 10.35.35.255 ( Canada, Alberta, Calgary )
 10.35.36.0 - 10.35.36.255 ( Canada, British Columbia, Surrey )
 10.35.37.0 - 10.35.37.255 ( Canada, Alberta, Calgary )
 10.35.38.0 - 10.35.38.255 ( Canada, Manitoba, Winnipeg )
 10.35.39.0 - 10.35.39.255 ( Canada, Manitoba, Winnipeg )
 10.35.40.0 - 10.35.40.255 ( Canada, Saskatchewan, Regina )
 10.35.41.0 - 10.35.41.255 ( Canada, British Columbia, Dawson Creek )
 10.35.42.0 - 10.35.42.255 ( Canada, Saskatchewan, Saskatoon )
 10.35.43.0 - 10.35.43.255 ( Canada, British Columbia, 100 Mile House )
 10.35.133.0 - 10.35.133.255 ( Canada, Ontario, Toronto )
 10.38.5.0 - 10.38.5.255 ( United States, Texas, Houston )
 10.38.6.0 - 10.38.6.255 ( United States, Illinois, Chicago )
 10.38.7.0 - 10.38.7.255 ( United States, Massachusetts, Boston )
 10.38.8.0 - 10.38.8.255 ( United States, California, San Francisco )
 10.38.15.0 - 10.38.15.255 ( United States, New York, New York )
 10.38.16.0 - 10.38.16.255 ( United States, New York, New York )
 10.38.17.0 - 10.38.17.255 ( United States, New Jersey, Jersey City )
 10.38.18.0 - 10.38.18.255 ( United States, New York, New York )
 10.38.32.0 - 10.38.32.255 ( United States, Delaware, Wilmington )
 10.38.33.0 - 10.38.33.255 ( United States, Illinois, Chicago )
 10.38.34.0 - 10.38.34.255 ( United States, California, San Francisco )
 10.38.35.0 - 10.38.35.255 ( United States, Texas, Austin )
 10.38.36.0 - 10.38.36.255 ( Barbados, Saint James, Holetown )
 10.38.37.0 - 10.38.37.255 ( United States, Ohio, Solon )
 10.38.38.0 - 10.38.38.255 ( United States, Pennsylvania, Philadelphia )
 10.38.39.0 - 10.38.39.255 ( Canada, Ontario, Toronto )
 10.38.40.0 - 10.38.40.255 ( United States, Ohio, Cincinnati )
 10.38.41.0 - 10.38.41.255 ( United States, California, Los Angeles )
 10.38.42.0 - 10.38.42.255 ( United States, Texas, Dallas )
 10.38.43.0 - 10.38.43.255 ( United States, Texas, Houston )
 10.38.44.0 - 10.38.44.255 ( United States, Colorado, Denver )
 10.38.45.0 - 10.38.45.255 ( United States, New Jersey, Jersey City )
 10.38.46.0 - 10.38.46.255 ( United States, New York, New York )
 10.38.54.0 - 10.38.54.255 ( United States, New York, New York )
 10.38.59.0 - 10.38.59.255 ( United States, Pennsylvania, Lancaster )
 10.38.64.0 - 10.38.64.255 ( United States, New York, New York )
 10.38.65.0 - 10.38.65.255 ( United States, New York, New York )
 10.38.66.0 - 10.38.66.255 ( United States, New York, New York )
 10.38.67.0 - 10.38.67.255 ( United States, New York, New York )
 10.38.68.0 - 10.38.68.255 ( United States, New York, New York )
 10.38.70.0 - 10.38.70.255 ( United States, New York, New York )
 10.38.71.0 - 10.38.71.255 ( United States, New York, New York )
 10.38.72.0 - 10.38.72.255 ( United States, New York, New York )
 10.38.73.0 - 10.38.73.255 ( United States, New York, New York )
 10.38.74.0 - 10.38.74.255 ( United States, New York, New York )
 10.38.75.0 - 10.38.75.255 ( United States, New York, New York )
 10.38.76.0 - 10.38.76.255 ( United States, New York, New York )
 10.38.77.0 - 10.38.77.255 ( United States, New York, New York )
 10.38.93.0 - 10.38.93.255 ( United States, New York, New York )
 10.38.96.0 - 10.38.96.255 ( United States, New York, New York )
 10.38.97.0 - 10.38.97.255 ( United States, New Jersey, Jersey City )
 10.38.98.0 - 10.38.98.255 ( United States, New York, New York )
 10.38.99.0 - 10.38.99.255 ( United States, New Jersey, Jersey City )
 10.38.102.0 - 10.38.102.255 ( United States, New York, New York )
 10.38.103.0 - 10.38.103.255 ( United States, New York, New York )
 10.38.104.0 - 10.38.104.255 ( United States, New York, New York )
 10.38.105.0 - 10.38.105.255 ( United States, New York, New York )
 10.38.134.0 - 10.38.134.255 ( Bahamas, New Providence, Nassau )
 10.38.143.0 - 10.38.143.255 ( United States, New York, New York )
 10.38.144.0 - 10.38.144.255 ( United States, New York, New York )
 10.38.164.0 - 10.38.164.255 ( United States, Illinois, Chicago )
 10.38.165.0 - 10.38.165.255 ( United States, Minnesota, Minneapolis )
 10.38.167.0 - 10.38.167.255 ( United States, Texas, Dallas )
 10.38.168.0 - 10.38.168.255 ( United States, Ohio, Cincinnati )
 10.38.174.0 - 10.38.174.255 ( United States, New York, New York )
 10.38.186.0 - 10.38.186.255 ( United States, New Jersey, Jersey City )
 10.38.193.0 - 10.38.193.255 ( United States, New Jersey, Jersey City )
 10.38.194.0 - 10.38.194.255 ( United States, New York, New York )
 10.38.195.0 - 10.38.195.255 ( United States, New Jersey, Jersey City )
 10.38.250.0 - 10.38.250.255 ( United States, New Jersey, Jersey City )
 10.38.251.0 - 10.38.251.255 ( United States, New Jersey, Jersey City )
 10.40.32.0 - 10.40.32.255 ( Canada, Ontario, Toronto )
 10.40.33.0 - 10.40.33.255 ( Canada, Ontario, Toronto )
 10.40.34.0 - 10.40.34.255 ( Canada, Ontario, Toronto )
 10.40.35.0 - 10.40.35.255 ( United States, New Jersey, Jersey City )
 10.40.36.0 - 10.40.36.255 ( United States, Minnesota, Minneapolis )
 10.40.96.0 - 10.40.96.255 ( United States, Minnesota, Minneapolis )
 10.40.97.0 - 10.40.97.255 ( United States, New York, New York )
 10.40.98.0 - 10.40.98.255 ( United States, Minnesota, Minneapolis )
 10.40.99.0 - 10.40.99.255 ( United States, Minnesota, Minneapolis )
 10.40.100.0 - 10.40.100.255 ( Canada, Ontario, Toronto )
 10.40.136.0 - 10.40.136.255 ( Jersey, St Helier )
 10.40.176.0 - 10.40.176.255 ( Canada, Ontario, Toronto )
 10.41.0.0 - 10.41.0.255 ( Canada, British Columbia, Richmond )
 10.41.24.0 - 10.41.24.255 ( Canada, British Columbia, West Vancouver )
 10.41.28.0 - 10.41.28.255 ( Canada, British Columbia, Vancouver )
 10.41.36.0 - 10.41.36.255 ( Canada, Alberta, Lethbridge )
 10.41.48.0 - 10.41.48.255 ( Canada, Ontario, Toronto )
 10.41.98.0 - 10.41.98.255 ( Canada, Saskatchewan, Swift Current )
 10.41.126.0 - 10.41.126.255 ( Canada, British Columbia, Cranbrook )
 10.41.138.0 - 10.41.138.255 ( Canada, Alberta, Lloydminster )
 10.41.142.0 - 10.41.142.255 ( Canada, Saskatchewan, Moose Jaw )
 10.41.150.0 - 10.41.150.255 ( Canada, British Columbia, Victoria )
 10.41.158.0 - 10.41.158.255 ( Canada, British Columbia, Abbotsford )
 10.41.162.0 - 10.41.162.255 ( Canada, Saskatchewan, Saskatoon )
 10.41.170.0 - 10.41.170.255 ( Canada, British Columbia, Courtenay )
 10.42.4.0 - 10.42.4.255 ( United States, New York, New York )
 10.42.7.0 - 10.42.7.255 ( United States, New York, New York )
 10.43.0.0 - 10.43.0.255 ( Canada, British Columbia, Kitimat )
 10.43.1.0 - 10.43.1.255 ( Canada, British Columbia, Mackenzie )
 10.43.2.0 - 10.43.2.255 ( Canada, British Columbia, Oliver )
 10.43.3.0 - 10.43.3.255 ( Canada, British Columbia, Revelstoke )
 10.43.7.0 - 10.43.7.255 ( Canada, Saskatchewan, Yorkton )
 10.43.8.0 - 10.43.8.255 ( Canada, Ontario, Thunder Bay )
 10.43.9.0 - 10.43.9.255 ( Canada, Alberta, Medicine Hat )
 10.43.12.0 - 10.43.12.255 ( Canada, Ontario, Thunder Bay )
 10.43.35.0 - 10.43.35.255 ( Canada, Alberta, Sherwood Park )
 10.43.36.0 - 10.43.36.255 ( Canada, Alberta, Fort Mcmurray )
 10.43.37.0 - 10.43.37.255 ( Canada, British Columbia, Prince Rupert )
 10.43.38.0 - 10.43.38.255 ( Canada, Alberta, Edmonton )
 10.43.39.0 - 10.43.39.255 ( Canada, Alberta, Calgary )
 10.43.40.0 - 10.43.40.255 ( Canada, British Columbia, Richmond )
 10.43.49.0 - 10.43.49.255 ( Canada, Alberta, Calgary )
 10.43.50.0 - 10.43.50.255 ( Canada, Alberta, Calgary )
 10.43.51.0 - 10.43.51.255 ( Canada, British Columbia, Vernon )
 10.43.52.0 - 10.43.52.255 ( Canada, British Columbia, Surrey )
 10.43.53.0 - 10.43.53.255 ( Canada, British Columbia, Vancouver )
 10.43.54.0 - 10.43.54.255 ( Canada, British Columbia, Langley )
 10.43.55.0 - 10.43.55.255 ( Canada, Alberta, Calgary )
 10.43.56.0 - 10.43.56.255 ( Canada, Alberta, Calgary )
 10.43.57.0 - 10.43.57.255 ( Canada, British Columbia, Surrey )
 10.43.58.0 - 10.43.58.255 ( Canada, Alberta, Calgary )
 10.43.60.0 - 10.43.60.255 ( Canada, Alberta, Chestermere )
 10.43.61.0 - 10.43.61.255 ( Canada, Alberta, Airdrie )
 10.43.62.0 - 10.43.62.255 ( Canada, Saskatchewan, Regina )
 10.43.63.0 - 10.43.63.255 ( Canada, Alberta, Sherwood Park )
 10.43.70.0 - 10.43.70.255 ( Canada, British Columbia, Vancouver )
 10.43.72.0 - 10.43.72.255 ( Canada, British Columbia, Langley )
 10.43.74.0 - 10.43.74.255 ( Canada, British Columbia, Victoria )
 10.43.76.0 - 10.43.76.255 ( Canada, Alberta, Calgary )
 10.43.78.0 - 10.43.78.255 ( Canada, Alberta, Lethbridge )
 10.44.5.0 - 10.44.5.255 ( Canada, Ontario, Toronto )
 10.47.0.1 - 10.47.0.255 ( Canada, Ontario, MCC - IBM Markham )
 10.47.1.1 - 10.47.1.255 ( Canada, Ontario, MCC - IBM Markham )
 10.47.2.1 - 10.47.2.255 ( Canada, Ontario, MCC - IBM Markham )
 10.47.3.1 - 10.47.3.255 ( Canada, Ontario, MCC - IBM Markham )
 10.47.119.1 - 10.47.119.255 ( Canada, Ontario, MCC - IBM Markham )
 10.47.128.1 - 10.47.128.255 ( Canada, Ontario, MCC - IBM Markham )
 10.47.129.1 - 10.47.129.255 ( Canada, Ontario, MCC - IBM Markham )
 10.47.130.1 - 10.47.130.255 ( Canada, Ontario, MCC - IBM Markham )
 10.47.131.1 - 10.47.131.255 ( Canada, Ontario, MCC - IBM Markham )
 10.47.132.1 - 10.47.132.255 ( Canada, Ontario, MCC - IBM Markham )
 10.47.133.1 - 10.47.133.255 ( Canada, Ontario, MCC - IBM Markham )
 10.47.134.1 - 10.47.134.255 ( Canada, Ontario, MCC - IBM Markham )
 10.47.135.1 - 10.47.135.255 ( Canada, Ontario, MCC - IBM Markham )
 10.47.229.1 - 10.47.229.255 ( Canada, Ontario, MCC - IBM Markham )
 10.47.230.1 - 10.47.230.255 ( Canada, Ontario, MCC - IBM Markham )
 10.47.233.1 - 10.47.233.255 ( Canada, Ontario, MCC - IBM Markham )
 10.47.234.1 - 10.47.234.255 ( Canada, Ontario, MCC - IBM Markham )
 10.47.247.1 - 10.47.247.255 ( Canada, Ontario, MCC - IBM Markham )
 10.48.0.0 - 10.48.0.255 ( United States, North Carolina, Raleigh )
 10.48.1.0 - 10.48.1.255 ( United States, North Carolina, Raleigh )
 10.48.4.0 - 10.48.4.255 ( United States, North Carolina, Raleigh )
 10.48.8.0 - 10.48.8.255 ( United States, North Carolina, Raleigh )
 10.48.9.0 - 10.48.9.255 ( United States, North Carolina, Raleigh )
 10.49.137.0 - 10.49.137.255 ( United States, New York, New York )
 10.50.0.0 - 10.50.0.255 ( Canada, Ontario, Toronto )
 10.51.6.0 - 10.51.6.255 ( United States, New York, New York )
 10.51.10.0 - 10.51.10.255 ( United States, New York, New York )
 10.51.11.0 - 10.51.11.255 ( United States, New York, New York )
 10.51.12.0 - 10.51.12.255 ( United States, New York, New York )
 10.51.39.0 - 10.51.39.255 ( United States, New Jersey, Jersey City )
 10.51.48.0 - 10.51.48.255 ( India, Karnataka, Bangalore )
 10.53.1.0 - 10.53.1.255 ( Canada, Quebec, Boucherville )
 10.53.4.0 - 10.53.4.255 ( Canada, Alberta, Calgary )
 10.53.5.0 - 10.53.5.255 ( Canada, Alberta, Calgary )
 10.53.6.0 - 10.53.6.255 ( Canada, Alberta, Calgary )
 10.53.7.0 - 10.53.7.255 ( Canada, Alberta, Calgary )
 10.53.10.0 - 10.53.10.255 ( Canada, Alberta, Calgary )
 10.53.11.0 - 10.53.11.255 ( Canada, Alberta, Calgary )
 10.53.14.0 - 10.53.14.255 ( Canada, Alberta, Calgary )
 10.53.15.0 - 10.53.15.255 ( Canada, Alberta, Calgary )
 10.53.16.0 - 10.53.16.255 ( Canada, Alberta, Calgary )
 10.53.17.0 - 10.53.17.255 ( Canada, Alberta, Calgary )
 10.53.18.0 - 10.53.18.255 ( Canada, Alberta, Calgary )
 10.53.19.0 - 10.53.19.255 ( Canada, Alberta, Calgary )
 10.53.24.0 - 10.53.24.255 ( Canada, Alberta, Calgary )
 10.53.25.0 - 10.53.25.255 ( Canada, Alberta, Calgary )
 10.53.26.0 - 10.53.26.255 ( Canada, Alberta, Calgary )
 10.53.27.0 - 10.53.27.255 ( Canada, Alberta, Calgary )
 10.53.28.0 - 10.53.28.255 ( Canada, Alberta, Calgary )
 10.53.29.0 - 10.53.29.255 ( Canada, Alberta, Calgary )
 10.53.68.0 - 10.53.68.255 ( Canada, Alberta, Calgary )
 10.53.69.0 - 10.53.69.255 ( Canada, Alberta, Calgary )
 10.53.70.0 - 10.53.70.255 ( Canada, Alberta, Calgary )
 10.53.71.0 - 10.53.71.255 ( Canada, Alberta, Calgary )
 10.53.73.0 - 10.53.73.255 ( Canada, Alberta, Calgary )
 10.53.74.0 - 10.53.74.255 ( Canada, Alberta, Calgary )
 10.53.75.0 - 10.53.75.255 ( Canada, Alberta, Calgary )
 10.53.76.0 - 10.53.76.255 ( Canada, Alberta, Calgary )
 10.54.169.0 - 10.54.169.255 ( Canada, Ontario, Mississauga )
 10.55.0.0 - 10.55.0.255 ( Canada, British Columbia, Burnaby )
 10.55.1.0 - 10.55.1.255 ( Canada, Saskatchewan, Saskatoon )
 10.55.2.0 - 10.55.2.255 ( Canada, Manitoba, Churchill )
 10.55.3.0 - 10.55.3.255 ( Canada, Manitoba, Pine Falls )
 10.55.4.0 - 10.55.4.255 ( Canada, Manitoba, Manitou )
 10.55.5.0 - 10.55.5.255 ( Canada, Manitoba, Russell )
 10.55.6.0 - 10.55.6.255 ( Canada, British Columbia, Mission )
 10.55.7.0 - 10.55.7.255 ( Canada, British Columbia, Kelowna )
 10.55.8.0 - 10.55.8.255 ( Canada, Alberta, Calgary )
 10.55.9.0 - 10.55.9.255 ( Canada, Alberta, Calgary )
 10.55.35.0 - 10.55.35.255 ( Canada, British Columbia, Burnaby )
 10.55.36.0 - 10.55.36.255 ( Canada, British Columbia, Vancouver )
 10.55.37.0 - 10.55.37.255 ( Canada, British Columbia, Vancouver )
 10.55.38.0 - 10.55.38.255 ( Canada, Manitoba, Winnipeg )
 10.55.39.0 - 10.55.39.255 ( Canada, British Columbia, Fort St John )
 10.55.40.0 - 10.55.40.255 ( Canada, British Columbia, Vancouver )
 10.55.41.0 - 10.55.41.255 ( Canada, British Columbia, Cranbrook )
 10.55.42.0 - 10.55.42.255 ( Canada, British Columbia, Burnaby )
 10.55.43.0 - 10.55.43.255 ( Canada, British Columbia, Kelowna )
 10.55.44.0 - 10.55.44.255 ( Canada, British Columbia, Westbank )
 10.55.45.0 - 10.55.45.255 ( Canada, British Columbia, Kamloops )
 10.55.46.0 - 10.55.46.255 ( Canada, Ontario, Dryden )
 10.55.47.0 - 10.55.47.255 ( Canada, Alberta, Calgary )
 10.55.48.0 - 10.55.48.255 ( Canada, Alberta, Airdrie )
 10.55.49.0 - 10.55.49.255 ( Canada, British Columbia, Victoria )
 10.55.50.0 - 10.55.50.255 ( Canada, Saskatchewan, Saskatoon )
 10.56.192.0 - 10.56.192.255 ( Canada, Manitoba, Winnipeg )
 10.56.193.0 - 10.56.193.255 ( Canada, Manitoba, Winnipeg )
 10.56.194.0 - 10.56.194.255 ( Canada, Manitoba, Winnipeg )
 10.56.195.0 - 10.56.195.255 ( Canada, Manitoba, Winnipeg )
 10.56.196.0 - 10.56.196.255 ( Canada, Manitoba, Winnipeg )
 10.56.197.0 - 10.56.197.255 ( Canada, Manitoba, Winnipeg )
 10.56.198.0 - 10.56.198.255 ( Canada, Manitoba, Winnipeg )
 10.56.199.0 - 10.56.199.255 ( Canada, Manitoba, Winnipeg )
 10.57.114.0 - 10.57.114.255 ( Canada, New Brunswick, Moncton )
 10.57.115.0 - 10.57.115.255 ( Canada, New Brunswick, Moncton )
 10.57.116.0 - 10.57.116.255 ( Canada, New Brunswick, Moncton )
 10.57.117.0 - 10.57.117.255 ( Canada, New Brunswick, Moncton )
 10.57.128.0 - 10.57.128.255 ( Canada, New Brunswick, Moncton )
 10.57.129.0 - 10.57.129.255 ( Canada, New Brunswick, Moncton )
 10.57.130.0 - 10.57.130.255 ( Canada, New Brunswick, Moncton )
 10.57.131.0 - 10.57.131.255 ( Canada, New Brunswick, Moncton )
 10.57.132.0 - 10.57.132.255 ( Canada, New Brunswick, Moncton )
 10.57.133.0 - 10.57.133.255 ( Canada, New Brunswick, Moncton )
 10.57.134.0 - 10.57.134.255 ( Canada, New Brunswick, Moncton )
 10.57.135.0 - 10.57.135.255 ( Canada, New Brunswick, Moncton )
 10.57.140.0 - 10.57.140.255 ( Canada, New Brunswick, Moncton )
 10.57.141.0 - 10.57.141.255 ( Canada, New Brunswick, Moncton )
 10.58.93.0 - 10.58.93.255 ( United States, New Jersey, Jersey City )
 10.60.16.1 - 10.60.16.255 ( Canada, Ontario, GCC LAB )
 10.60.18.1 - 10.60.18.255 ( Canada, Ontario, GCC LAB )
 10.60.19.1 - 10.60.19.255 ( Canada, Ontario, GCC LAB )
 10.60.21.1 - 10.60.21.255 ( Canada, Ontario, GCC LAB )
 10.60.22.0 - 10.60.22.255 ( Canada, Ontario, Mississauga )
 10.60.23.1 - 10.60.23.255 ( Canada, Ontario, GCC LAB )
 10.60.32.1 - 10.60.32.255 ( Canada, Ontario, GCC LAB )
 10.60.34.1 - 10.60.34.255 ( Canada, Ontario, GCC LAB )
 10.60.35.1 - 10.60.35.255 ( Canada, Ontario, GCC LAB )
 10.60.39.1 - 10.60.39.255 ( Canada, Ontario, GCC LAB )
 10.60.45.1 - 10.60.45.255 ( Canada, Ontario, GCC LAB )
 10.60.57.1 - 10.60.57.255 ( Canada, Ontario, GCC LAB )
 10.60.58.1 - 10.60.58.255 ( Canada, Ontario, GCC LAB )
 10.60.59.1 - 10.60.59.255 ( Canada, Ontario, GCC LAB )
 10.60.60.1 - 10.60.60.255 ( Canada, Ontario, GCC LAB )
 10.60.65.1 - 10.60.65.255 ( Canada, Ontario, GCC LAB )
 10.60.67.1 - 10.60.67.255 ( Canada, Ontario, GCC LAB )
 10.60.68.0 - 10.60.68.255 ( Canada, Ontario, Toronto )
 10.60.69.0 - 10.60.69.255 ( Canada, Ontario, Toronto )
